Problem,Efficacy,Iterations,Elapsed Time
30x41_Kumar_Vanelli(1987)[Figure-11].txt,0.585987,6246,54449.96
30x41_Kumar_Vanelli(1987)[Figure-11].txt,0.588235,7246,63344.332
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-1].txt,0.9191176470588236,5370,37493.31870722771
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-1].txt,0.894736842105263,5068,35264.20716428757
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-1].txt,0.9481481481481481,5187,36140.360144376755
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-1].txt,0.9270072992700729,6190,43162.55599093437
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-1].txt,0.9555555555555555,8147,56613.84299302101
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-1].txt,0.9545454545454547,5227,36490.09288358688
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-1].txt,0.9111111111111111,5587,38879.94969201088
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-1].txt,0.911764705882353,4479,31476.412160158157
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-1].txt,0.8872180451127819,5172,36054.168828725815
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-1].txt,0.8832116788321167,5598,39215.13862276077
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-2].txt,0.8188405797101449,7220,50068.32173204422
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-2].txt,0.7985611510791367,7968,55459.37509441376
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-2].txt,0.7902097902097902,5833,40795.42845535278
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-2].txt,0.7972027972027972,8603,60021.02171039581
18x24_Carrie(1973).txt,0.5670103092783505,3899,15392.57564663887
18x24_Carrie(1973).txt,0.5591397849462364,4015,15739.37517952919
18x24_Carrie(1973).txt,0.5446428571428571,2394,9427.309980392456
18x24_Carrie(1973).txt,0.5596330275229356,3644,14409.327115058899
18x24_Carrie(1973).txt,0.5684210526315789,4865,19037.6560049057
18x24_Carrie(1973).txt,0.5643564356435643,5146,20254.665361881256
18x24_Carrie(1973).txt,0.5576923076923077,3805,14862.341980457306
18x24_Carrie(1973).txt,0.5688073394495413,5528,21556.166109085083
18x24_Carrie(1973).txt,0.5728155339805825,4290,16861.026237249374
18x24_Carrie(1973).txt,0.5673076923076923,4204,16486.254811525345
20x20_Mosier_Taube(1985b).txt,0.4233576642335766,3526,13648.78148150444
20x20_Mosier_Taube(1985b).txt,0.41772151898734167,3166,12213.452959060669
20x20_Mosier_Taube(1985b).txt,0.41958041958041964,3226,12443.533040046692
20x20_Mosier_Taube(1985b).txt,0.4109589041095891,2706,10469.71069931984
20x20_Mosier_Taube(1985b).txt,0.4255319148936171,5437,20925.478604078293
20x20_Mosier_Taube(1985b).txt,0.41958041958041964,4603,17781.12395119667
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-7].txt,0.4246575342465753,5610,38857.99928474426
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-7].txt,0.4101123595505618,4738,32868.87580704689
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-7].txt,0.42857142857142855,5483,38134.44080734253
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-7].txt,0.4206896551724138,5705,39628.99125909805
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-7].txt,0.4223602484472049,5258,36682.75318837166
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-7].txt,0.4155844155844156,5610,38944.81690168381
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-7].txt,0.41874999999999996,6276,43563.205679655075
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-7].txt,0.43795620437956206,8046,55931.07381391525
24x40_Chandrasekharan_Rajagopalan(1989)[Dataset-7].txt,0.42857142857142855,8191,56869.67568731308
20x20_Mosier_Taube(1985b).txt,0.42748091603053434,3562,13833.815327882767
20x20_Mosier_Taube(1985b).txt,0.4217687074829932,3645,14088.1718313694
20x20_Mosier_Taube(1985b).txt,0.4242424242424242,4145,15946.839347839355
20x20_Mosier_Taube(1985b).txt,0.4217687074829932,4381,16881.26886034012
20x35_Boe_Cheng(1991).txt,0.572972972972973 ,6134,33586.844433546066
20x35_Boe_Cheng(1991).txt,0.5602094240837696,6691,36827.65279150009
20x35_Boe_Cheng(1991).txt,0.5492957746478873,4633,25675.123633623123
20x35_Boe_Cheng(1991).txt,0.5618556701030928,6181,33892.6545715332
20x35_Boe_Cheng(1991).txt,0.5578947368421052,5153,28336.00722527504
20x35_Boe_Cheng(1991).txt,0.5549738219895288,4043,22115.544904470444
20x35_Boe_Cheng(1991).txt,0.5698924731182795,4002,22104.715924263
20x35_Boe_Cheng(1991).txt,0.5670103092783505,6899,38192.412700891495
